perturb,severity,task_idx,task,rollout,success,steps,jerk
brightness,1,3,bbq_sauce,9,0,400,0.03652
brightness,1,4,ketchup,0,0,400,0.02164
brightness,1,4,ketchup,1,1,273,0.02626
brightness,1,4,ketchup,2,1,266,0.02506
brightness,1,4,ketchup,3,0,400,0.02324
brightness,1,4,ketchup,4,0,400,0.02492
brightness,1,4,ketchup,5,0,400,0.02715
brightness,1,4,ketchup,6,0,400,0.02791
brightness,1,4,ketchup,7,0,400,0.0277
brightness,1,4,ketchup,8,0,400,0.02016
brightness,1,4,ketchup,9,0,400,0.02436
brightness,1,5,tomato_sauce,0,0,400,0.03314
brightness,1,5,tomato_sauce,1,0,400,0.0331
brightness,1,5,tomato_sauce,2,0,400,0.02816
brightness,1,5,tomato_sauce,3,1,180,0.04443
brightness,1,5,tomato_sauce,4,1,231,0.02954
brightness,1,5,tomato_sauce,5,1,169,0.02446
brightness,1,5,tomato_sauce,6,1,169,0.04019
brightness,1,5,tomato_sauce,7,1,374,0.02528
brightness,1,5,tomato_sauce,8,1,143,0.02778
brightness,1,5,tomato_sauce,9,1,147,0.03238
brightness,1,6,butter,0,1,152,0.02219
brightness,1,6,butter,1,1,160,0.01856
brightness,1,6,butter,2,1,153,0.01896
brightness,1,6,butter,3,0,400,0.0357
brightness,1,6,butter,4,1,153,0.02096
brightness,1,6,butter,5,1,151,0.02139
brightness,1,6,butter,6,0,400,0.03464
brightness,1,6,butter,7,1,151,0.02039
brightness,1,6,butter,8,1,152,0.0208
brightness,1,6,butter,9,1,221,0.02816
brightness,1,7,milk,0,1,141,0.01669
brightness,1,7,milk,1,1,139,0.01651
brightness,1,7,milk,2,1,142,0.01919
brightness,1,7,milk,3,1,141,0.01744
brightness,1,7,milk,4,0,400,0.03589
brightness,1,7,milk,5,1,141,0.01722
brightness,1,7,milk,6,1,146,0.01754
brightness,1,7,milk,7,1,145,0.0156
brightness,1,7,milk,8,0,400,0.03637
brightness,1,7,milk,9,1,138,0.01594
brightness,1,8,chocolate_pudding,0,1,331,0.02739
brightness,1,8,chocolate_pudding,1,1,160,0.01735
brightness,1,8,chocolate_pudding,2,0,400,0.02112
brightness,1,8,chocolate_pudding,3,1,202,0.01717
brightness,1,8,chocolate_pudding,4,1,204,0.01792
brightness,1,8,chocolate_pudding,5,1,203,0.01816
brightness,1,8,chocolate_pudding,6,1,272,0.01901
brightness,1,8,chocolate_pudding,7,1,169,0.01576
brightness,1,8,chocolate_pudding,8,1,226,0.01991
brightness,1,8,chocolate_pudding,9,1,152,0.01823
brightness,1,9,orange_juice,0,0,400,0.03995
brightness,1,9,orange_juice,1,0,400,0.04121
brightness,1,9,orange_juice,2,1,167,0.0335
brightness,1,9,orange_juice,3,1,400,0.03596
brightness,1,9,orange_juice,4,1,131,0.0205
brightness,1,9,orange_juice,5,0,400,0.03928
brightness,1,9,orange_juice,6,1,155,0.0239
brightness,1,9,orange_juice,7,1,116,0.017
brightness,1,9,orange_juice,8,1,125,0.01819
brightness,1,9,orange_juice,9,0,400,0.0338
brightness,2,0,alphabet_soup,0,1,146,0.02246
brightness,2,0,alphabet_soup,1,1,242,0.02957
brightness,2,0,alphabet_soup,2,1,258,0.02955
brightness,2,0,alphabet_soup,3,1,204,0.02766
brightness,2,0,alphabet_soup,4,1,207,0.0254
brightness,2,0,alphabet_soup,5,1,362,0.03644
brightness,2,0,alphabet_soup,6,0,400,0.03642
brightness,2,0,alphabet_soup,7,0,400,0.03884
brightness,2,0,alphabet_soup,8,1,200,0.02639
brightness,2,0,alphabet_soup,9,1,280,0.03095
brightness,2,1,cream_cheese,0,0,400,0.04606
brightness,2,1,cream_cheese,1,0,400,0.04661
brightness,2,1,cream_cheese,2,1,205,0.02497
brightness,2,1,cream_cheese,3,0,400,0.04558
brightness,2,1,cream_cheese,4,1,179,0.02297
brightness,2,1,cream_cheese,5,0,400,0.03742
brightness,2,1,cream_cheese,6,1,189,0.02293
brightness,2,1,cream_cheese,7,0,400,0.04827
brightness,2,1,cream_cheese,8,0,400,0.03959
brightness,2,1,cream_cheese,9,0,400,0.0435
brightness,2,2,salad_dressing,0,1,130,0.02009
brightness,2,2,salad_dressing,1,1,221,0.02984
brightness,2,2,salad_dressing,2,1,230,0.03246
brightness,2,2,salad_dressing,3,1,130,0.01816
brightness,2,2,salad_dressing,4,1,181,0.02256
brightness,2,2,salad_dressing,5,1,238,0.03208
brightness,2,2,salad_dressing,6,1,197,0.02913
brightness,2,2,salad_dressing,7,1,171,0.02176
brightness,2,2,salad_dressing,8,1,135,0.0168
brightness,2,2,salad_dressing,9,1,227,0.03114
brightness,2,3,bbq_sauce,0,0,400,0.03594
brightness,2,3,bbq_sauce,1,0,400,0.03403
brightness,2,3,bbq_sauce,2,0,400,0.03341
brightness,2,3,bbq_sauce,3,0,400,0.03493
brightness,2,3,bbq_sauce,4,0,400,0.03583
brightness,2,3,bbq_sauce,5,0,400,0.03784
brightness,2,3,bbq_sauce,6,0,400,0.03533
brightness,2,3,bbq_sauce,7,1,284,0.03435
brightness,2,3,bbq_sauce,8,0,400,0.03553
brightness,2,3,bbq_sauce,9,0,400,0.03557
brightness,2,4,ketchup,0,0,400,0.02115
brightness,2,4,ketchup,1,1,235,0.02407
brightness,2,4,ketchup,2,1,189,0.02327
brightness,2,4,ketchup,3,0,400,0.02517
brightness,2,4,ketchup,4,0,400,0.02013
brightness,2,4,ketchup,5,0,400,0.02596
brightness,2,4,ketchup,6,1,358,0.02235
brightness,2,4,ketchup,7,0,400,0.02603
brightness,2,4,ketchup,8,0,400,0.02457
brightness,2,4,ketchup,9,0,400,0.02408
brightness,2,5,tomato_sauce,0,0,400,0.03431
brightness,2,5,tomato_sauce,1,1,400,0.03305
brightness,2,5,tomato_sauce,2,1,204,0.02762
brightness,2,5,tomato_sauce,3,1,202,0.02459
brightness,2,5,tomato_sauce,4,0,400,0.02947
brightness,2,5,tomato_sauce,5,0,400,0.032
brightness,2,5,tomato_sauce,6,1,155,0.03866
brightness,2,5,tomato_sauce,7,0,400,0.03391
brightness,2,5,tomato_sauce,8,1,133,0.026
brightness,2,5,tomato_sauce,9,1,380,0.03365
brightness,2,6,butter,0,1,160,0.01931
brightness,2,6,butter,1,1,161,0.0198
brightness,2,6,butter,2,1,153,0.02195
brightness,2,6,butter,3,0,400,0.03573
brightness,2,6,butter,4,1,162,0.02478
brightness,2,6,butter,5,1,168,0.02371
brightness,2,6,butter,6,1,187,0.02405
brightness,2,6,butter,7,1,152,0.02143
brightness,2,6,butter,8,1,152,0.02218
brightness,2,6,butter,9,1,163,0.02563
brightness,2,7,milk,0,0,400,0.03659
brightness,2,7,milk,1,1,137,0.01687
brightness,2,7,milk,2,1,142,0.01831
brightness,2,7,milk,3,1,248,0.02678
brightness,2,7,milk,4,0,400,0.03638
brightness,2,7,milk,5,1,222,0.02847
brightness,2,7,milk,6,1,149,0.01842
brightness,2,7,milk,7,1,148,0.01491
brightness,2,7,milk,8,0,400,0.03505
brightness,2,7,milk,9,1,138,0.0175
brightness,2,8,chocolate_pudding,0,0,400,0.03707
brightness,2,8,chocolate_pudding,1,1,160,0.01851
brightness,2,8,chocolate_pudding,2,1,215,0.01872
brightness,2,8,chocolate_pudding,3,1,161,0.01803
brightness,2,8,chocolate_pudding,4,0,400,0.02522
brightness,2,8,chocolate_pudding,5,0,400,0.0234
brightness,2,8,chocolate_pudding,6,1,178,0.02208
brightness,2,8,chocolate_pudding,7,0,400,0.02495
brightness,2,8,chocolate_pudding,8,1,153,0.01856
brightness,2,8,chocolate_pudding,9,1,152,0.01884
brightness,2,9,orange_juice,0,0,400,0.0387
brightness,2,9,orange_juice,1,0,400,0.04251
brightness,2,9,orange_juice,2,1,210,0.03786
brightness,2,9,orange_juice,3,1,132,0.01937
brightness,2,9,orange_juice,4,0,400,0.04037
brightness,2,9,orange_juice,5,0,400,0.04129
brightness,2,9,orange_juice,6,1,161,0.02597
brightness,2,9,orange_juice,7,0,400,0.03902
brightness,2,9,orange_juice,8,1,124,0.01831
brightness,2,9,orange_juice,9,0,400,0.03333
brightness,3,0,alphabet_soup,0,1,225,0.02678
brightness,3,0,alphabet_soup,1,1,135,0.02019
brightness,3,0,alphabet_soup,2,0,400,0.03988
brightness,3,0,alphabet_soup,3,0,400,0.03658
brightness,3,0,alphabet_soup,4,1,209,0.02693
brightness,3,0,alphabet_soup,5,1,250,0.03071
brightness,3,0,alphabet_soup,6,1,215,0.0266
brightness,3,0,alphabet_soup,7,1,260,0.03126
brightness,3,0,alphabet_soup,8,0,400,0.04537
brightness,3,0,alphabet_soup,9,1,235,0.02932
brightness,3,1,cream_cheese,0,0,400,0.04269
brightness,3,1,cream_cheese,1,1,153,0.01778
brightness,3,1,cream_cheese,2,0,400,0.04446
brightness,3,1,cream_cheese,3,0,400,0.04331
brightness,3,1,cream_cheese,4,0,400,0.04346
brightness,3,1,cream_cheese,5,0,400,0.04257
brightness,3,1,cream_cheese,6,0,400,0.04537
brightness,3,1,cream_cheese,7,0,400,0.04459
brightness,3,1,cream_cheese,8,0,400,0.04805
brightness,3,1,cream_cheese,9,0,400,0.04699
brightness,3,2,salad_dressing,0,0,400,0.02918
brightness,3,2,salad_dressing,1,1,206,0.02962
brightness,3,2,salad_dressing,2,1,331,0.03428
brightness,3,2,salad_dressing,3,1,132,0.0206
brightness,3,2,salad_dressing,4,1,144,0.01896
brightness,3,2,salad_dressing,5,1,129,0.01921
brightness,3,2,salad_dressing,6,1,137,0.01811
brightness,3,2,salad_dressing,7,1,143,0.01657
brightness,3,2,salad_dressing,8,1,146,0.02511
brightness,3,2,salad_dressing,9,1,137,0.02147
brightness,3,3,bbq_sauce,0,0,400,0.03507
brightness,3,3,bbq_sauce,1,0,400,0.03165
brightness,3,3,bbq_sauce,2,1,143,0.02247
brightness,3,3,bbq_sauce,3,0,400,0.03802
brightness,3,3,bbq_sauce,4,1,133,0.01777
brightness,3,3,bbq_sauce,5,0,400,0.03605
brightness,3,3,bbq_sauce,6,1,155,0.0241
brightness,3,3,bbq_sauce,7,1,257,0.03029
brightness,3,3,bbq_sauce,8,0,400,0.03307
brightness,3,3,bbq_sauce,9,0,400,0.03642
brightness,3,4,ketchup,0,0,400,0.02495
brightness,3,4,ketchup,1,1,239,0.02465
brightness,3,4,ketchup,2,1,245,0.02511
brightness,3,4,ketchup,3,0,400,0.02735
brightness,3,4,ketchup,4,0,400,0.0266
brightness,3,4,ketchup,5,0,400,0.0232
brightness,3,4,ketchup,6,1,290,0.02618
brightness,3,4,ketchup,7,0,400,0.03005
brightness,3,4,ketchup,8,0,400,0.03179
brightness,3,4,ketchup,9,1,297,0.02395
brightness,3,5,tomato_sauce,0,0,400,0.02865
brightness,3,5,tomato_sauce,1,1,208,0.02714
brightness,3,5,tomato_sauce,2,0,400,0.03429
brightness,3,5,tomato_sauce,3,0,400,0.03037
brightness,3,5,tomato_sauce,4,1,287,0.03468
brightness,3,5,tomato_sauce,5,1,190,0.02639
brightness,3,5,tomato_sauce,6,1,139,0.02885
brightness,3,5,tomato_sauce,7,0,400,0.02709
brightness,3,5,tomato_sauce,8,0,400,0.02604
brightness,3,5,tomato_sauce,9,1,140,0.03263
brightness,3,6,butter,0,1,166,0.02171
brightness,3,6,butter,1,0,400,0.03857
brightness,3,6,butter,2,1,160,0.02236
brightness,3,6,butter,3,1,170,0.02293
brightness,3,6,butter,4,1,169,0.02071
brightness,3,6,butter,5,1,159,0.02058
brightness,3,6,butter,6,1,168,0.02054
brightness,3,6,butter,7,0,400,0.03983
brightness,3,6,butter,8,1,163,0.02267
brightness,3,6,butter,9,1,168,0.01906
brightness,3,7,milk,0,1,144,0.01715
brightness,3,7,milk,1,1,193,0.02242
brightness,3,7,milk,2,1,145,0.01837
brightness,3,7,milk,3,1,255,0.02384
brightness,3,7,milk,4,1,147,0.01841
brightness,3,7,milk,5,0,400,0.02561
brightness,3,7,milk,6,1,140,0.01929
brightness,3,7,milk,7,1,147,0.01614
brightness,3,7,milk,8,1,140,0.0173
brightness,3,7,milk,9,1,187,0.02384
brightness,3,8,chocolate_pudding,0,1,180,0.01802
brightness,3,8,chocolate_pudding,1,0,400,0.02597
brightness,3,8,chocolate_pudding,2,1,217,0.01905
brightness,3,8,chocolate_pudding,3,1,169,0.01781
brightness,3,8,chocolate_pudding,4,1,191,0.01725
brightness,3,8,chocolate_pudding,5,1,210,0.02167
brightness,3,8,chocolate_pudding,6,1,290,0.02595
brightness,3,8,chocolate_pudding,7,1,220,0.02
brightness,3,8,chocolate_pudding,8,1,282,0.02716
brightness,3,8,chocolate_pudding,9,1,186,0.02218
brightness,3,9,orange_juice,0,0,400,0.04227
brightness,3,9,orange_juice,1,0,400,0.03501
brightness,3,9,orange_juice,2,0,400,0.0381
brightness,3,9,orange_juice,3,1,132,0.0187
brightness,3,9,orange_juice,4,0,400,0.04016
brightness,3,9,orange_juice,5,0,400,0.03957
brightness,3,9,orange_juice,6,0,400,0.03848
brightness,3,9,orange_juice,7,0,400,0.04158
brightness,3,9,orange_juice,8,1,124,0.0166
brightness,3,9,orange_juice,9,0,400,0.02316
brightness,4,0,alphabet_soup,0,0,400,0.04739
brightness,4,0,alphabet_soup,1,0,400,0.04491
brightness,4,0,alphabet_soup,2,0,400,0.04317
brightness,4,0,alphabet_soup,3,0,400,0.04214
brightness,4,0,alphabet_soup,4,0,400,0.04065
brightness,4,0,alphabet_soup,5,0,400,0.0408
brightness,4,0,alphabet_soup,6,0,400,0.04171
brightness,4,0,alphabet_soup,7,0,400,0.04462
brightness,4,0,alphabet_soup,8,0,400,0.04713
brightness,4,0,alphabet_soup,9,0,400,0.04211
brightness,4,1,cream_cheese,0,0,400,0.0359
brightness,4,1,cream_cheese,1,0,400,0.0358
brightness,4,1,cream_cheese,2,1,309,0.03912
brightness,4,1,cream_cheese,3,0,400,0.04122
brightness,4,1,cream_cheese,4,1,330,0.03887
brightness,4,1,cream_cheese,5,0,400,0.04
brightness,4,1,cream_cheese,6,0,400,0.03702
brightness,4,1,cream_cheese,7,0,400,0.03869
brightness,4,1,cream_cheese,8,1,299,0.04067
brightness,4,1,cream_cheese,9,0,400,0.04013
brightness,4,2,salad_dressing,0,0,400,0.04473
brightness,4,2,salad_dressing,1,0,400,0.03408
brightness,4,2,salad_dressing,2,0,400,0.04007
brightness,4,2,salad_dressing,3,0,400,0.03962
brightness,4,2,salad_dressing,4,0,400,0.04171
brightness,4,2,salad_dressing,5,0,400,0.04253
brightness,4,2,salad_dressing,6,0,400,0.04215
brightness,4,2,salad_dressing,7,0,400,0.03038
brightness,4,2,salad_dressing,8,0,400,0.04322
brightness,4,2,salad_dressing,9,0,400,0.04415
brightness,4,3,bbq_sauce,0,0,400,0.03488
brightness,4,3,bbq_sauce,1,0,400,0.03883
brightness,4,3,bbq_sauce,2,0,400,0.03709
brightness,4,3,bbq_sauce,3,0,400,0.04024
brightness,4,3,bbq_sauce,4,0,400,0.03643
brightness,4,3,bbq_sauce,5,0,400,0.03509
brightness,4,3,bbq_sauce,6,0,400,0.03806
brightness,4,3,bbq_sauce,7,0,400,0.03397
brightness,4,3,bbq_sauce,8,0,400,0.03208
brightness,4,3,bbq_sauce,9,0,400,0.03442
brightness,4,4,ketchup,0,0,400,0.03331
brightness,4,4,ketchup,1,0,400,0.03012
brightness,4,4,ketchup,2,0,400,0.03626
brightness,4,4,ketchup,3,0,400,0.03386
brightness,4,4,ketchup,4,0,400,0.03444
brightness,4,4,ketchup,5,0,400,0.03229
brightness,4,4,ketchup,6,0,400,0.02604
brightness,4,4,ketchup,7,0,400,0.03401
brightness,4,4,ketchup,8,0,400,0.03395
brightness,4,4,ketchup,9,0,400,0.03272
brightness,4,5,tomato_sauce,0,0,400,0.04393
brightness,4,5,tomato_sauce,1,0,400,0.04297
brightness,4,5,tomato_sauce,2,0,400,0.043
brightness,4,5,tomato_sauce,3,0,400,0.04547
brightness,4,5,tomato_sauce,4,0,400,0.04331
brightness,4,5,tomato_sauce,5,0,400,0.04307
brightness,4,5,tomato_sauce,6,0,400,0.04273
brightness,4,5,tomato_sauce,7,0,400,0.043
brightness,4,5,tomato_sauce,8,0,400,0.04405
brightness,4,5,tomato_sauce,9,0,400,0.04347
brightness,4,6,butter,0,0,400,0.04212
brightness,4,6,butter,1,0,400,0.04123
brightness,4,6,butter,2,0,400,0.04259
brightness,4,6,butter,3,0,400,0.04716
brightness,4,6,butter,4,0,400,0.04254
brightness,4,6,butter,5,0,400,0.04167
brightness,4,6,butter,6,0,400,0.04112
brightness,4,6,butter,7,0,400,0.03801
brightness,4,6,butter,8,0,400,0.0428
brightness,4,6,butter,9,0,400,0.0399
brightness,4,7,milk,0,0,400,0.03747
brightness,4,7,milk,1,0,400,0.03869
brightness,4,7,milk,2,0,400,0.03967
brightness,4,7,milk,3,0,400,0.04004
brightness,4,7,milk,4,0,400,0.04295
brightness,4,7,milk,5,0,400,0.0385
brightness,4,7,milk,6,0,400,0.04073
brightness,4,7,milk,7,0,400,0.0389
brightness,4,7,milk,8,0,400,0.03764
brightness,4,7,milk,9,0,400,0.04094
brightness,4,8,chocolate_pudding,0,0,400,0.03189
brightness,4,8,chocolate_pudding,1,1,265,0.03211
brightness,4,8,chocolate_pudding,2,0,400,0.03944
brightness,4,8,chocolate_pudding,3,1,329,0.0321
brightness,4,8,chocolate_pudding,4,1,277,0.03082
brightness,4,8,chocolate_pudding,5,0,400,0.04506
brightness,4,8,chocolate_pudding,6,1,337,0.03315
brightness,4,8,chocolate_pudding,7,1,342,0.03274
brightness,4,8,chocolate_pudding,8,0,400,0.04368
brightness,4,8,chocolate_pudding,9,0,400,0.04249
brightness,4,9,orange_juice,0,0,400,0.02485
brightness,4,9,orange_juice,1,1,138,0.02538
brightness,4,9,orange_juice,2,0,400,0.04453
brightness,4,9,orange_juice,3,0,400,0.04476
brightness,4,9,orange_juice,4,0,400,0.02806
brightness,4,9,orange_juice,5,0,400,0.02232
brightness,4,9,orange_juice,6,0,400,0.0259
brightness,4,9,orange_juice,7,0,400,0.02778
brightness,4,9,orange_juice,8,0,400,0.03112
brightness,4,9,orange_juice,9,0,400,0.02452
brightness,5,0,alphabet_soup,0,0,400,0.03593
brightness,5,0,alphabet_soup,1,0,400,0.03381
brightness,5,0,alphabet_soup,2,0,400,0.03407
brightness,5,0,alphabet_soup,3,0,400,0.03461
brightness,5,0,alphabet_soup,4,0,400,0.03514
brightness,5,0,alphabet_soup,5,0,400,0.03539
brightness,5,0,alphabet_soup,6,0,400,0.03739
brightness,5,0,alphabet_soup,7,0,400,0.03511
brightness,5,0,alphabet_soup,8,0,400,0.03736
brightness,5,0,alphabet_soup,9,0,400,0.03512
brightness,5,1,cream_cheese,0,0,400,0.05005
brightness,5,1,cream_cheese,1,0,400,0.05136
brightness,5,1,cream_cheese,2,0,400,0.05006
brightness,5,1,cream_cheese,3,0,400,0.04613
brightness,5,1,cream_cheese,4,0,400,0.04966
brightness,5,1,cream_cheese,5,0,400,0.05036
brightness,5,1,cream_cheese,6,0,400,0.05143
brightness,5,1,cream_cheese,7,0,400,0.05092
brightness,5,1,cream_cheese,8,0,400,0.04892
brightness,5,1,cream_cheese,9,0,400,0.05246
brightness,5,2,salad_dressing,0,0,400,0.03619
brightness,5,2,salad_dressing,1,0,400,0.03428
brightness,5,2,salad_dressing,2,0,400,0.03239
brightness,5,2,salad_dressing,3,0,400,0.03272
brightness,5,2,salad_dressing,4,0,400,0.03605
brightness,5,2,salad_dressing,5,0,400,0.03242
brightness,5,2,salad_dressing,6,0,400,0.03289
brightness,5,2,salad_dressing,7,0,400,0.03221
brightness,5,2,salad_dressing,8,0,400,0.03263
brightness,5,2,salad_dressing,9,0,400,0.03363
brightness,5,3,bbq_sauce,0,0,400,0.03634
brightness,5,3,bbq_sauce,1,0,400,0.03637
brightness,5,3,bbq_sauce,2,0,400,0.03675
brightness,5,3,bbq_sauce,3,0,400,0.03606
brightness,5,3,bbq_sauce,4,0,400,0.03588
brightness,5,3,bbq_sauce,5,0,400,0.03682
brightness,5,3,bbq_sauce,6,0,400,0.03703
brightness,5,3,bbq_sauce,7,0,400,0.03602
brightness,5,3,bbq_sauce,8,0,400,0.03709
brightness,5,3,bbq_sauce,9,0,400,0.0366
brightness,5,4,ketchup,0,0,400,0.02654
brightness,5,4,ketchup,1,0,400,0.02943
brightness,5,4,ketchup,2,0,400,0.02736
brightness,5,4,ketchup,3,0,400,0.03233
brightness,5,4,ketchup,4,0,400,0.02847
brightness,5,4,ketchup,5,0,400,0.02929
brightness,5,4,ketchup,6,0,400,0.03118
brightness,5,4,ketchup,7,0,400,0.03051
brightness,5,4,ketchup,8,0,400,0.02655
brightness,5,4,ketchup,9,0,400,0.02909
brightness,5,5,tomato_sauce,0,0,400,0.05305
brightness,5,5,tomato_sauce,1,0,400,0.05412
brightness,5,5,tomato_sauce,2,0,400,0.05347
brightness,5,5,tomato_sauce,3,0,400,0.05371
brightness,5,5,tomato_sauce,4,0,400,0.05251
brightness,5,5,tomato_sauce,5,0,400,0.05354
brightness,5,5,tomato_sauce,6,0,400,0.05181
brightness,5,5,tomato_sauce,7,0,400,0.05427
brightness,5,5,tomato_sauce,8,0,400,0.05376
brightness,5,5,tomato_sauce,9,0,400,0.05252
brightness,5,6,butter,0,0,400,0.04525
brightness,5,6,butter,1,0,400,0.04705
brightness,5,6,butter,2,0,400,0.04996
brightness,5,6,butter,3,0,400,0.04652
brightness,5,6,butter,4,0,400,0.0399
brightness,5,6,butter,5,0,400,0.04976
brightness,5,6,butter,6,0,400,0.04194
brightness,5,6,butter,7,0,400,0.05116
brightness,5,6,butter,8,0,400,0.05049
brightness,5,6,butter,9,0,400,0.03848
brightness,5,7,milk,0,0,400,0.04847
brightness,5,7,milk,1,0,400,0.04614
brightness,5,7,milk,2,0,400,0.04835
brightness,5,7,milk,3,0,400,0.04848
brightness,5,7,milk,4,0,400,0.04855
brightness,5,7,milk,5,0,400,0.04945
