perturb,severity,task_idx,task,rollout,success,steps,jerk
noise,5,6,butter,9,0,400,0.0374
noise,5,7,milk,0,0,400,0.04285
noise,5,7,milk,1,0,400,0.04323
noise,5,7,milk,2,0,400,0.04211
noise,5,7,milk,3,0,400,0.04248
noise,5,7,milk,4,0,400,0.04283
noise,5,7,milk,5,0,400,0.04336
noise,5,7,milk,6,0,400,0.0428
noise,5,7,milk,7,0,400,0.04166
noise,5,7,milk,8,0,400,0.04342
noise,5,7,milk,9,0,400,0.04124
noise,5,8,chocolate_pudding,0,0,400,0.04675
noise,5,8,chocolate_pudding,1,0,400,0.03812
noise,5,8,chocolate_pudding,2,0,400,0.0455
noise,5,8,chocolate_pudding,3,0,400,0.03674
noise,5,8,chocolate_pudding,4,0,400,0.04671
noise,5,8,chocolate_pudding,5,0,400,0.04344
noise,5,8,chocolate_pudding,6,0,400,0.04547
noise,5,8,chocolate_pudding,7,0,400,0.04674
noise,5,8,chocolate_pudding,8,0,400,0.03733
noise,5,8,chocolate_pudding,9,0,400,0.03968
noise,5,9,orange_juice,0,0,400,0.04308
noise,5,9,orange_juice,1,0,400,0.04311
noise,5,9,orange_juice,2,0,400,0.04178
noise,5,9,orange_juice,3,0,400,0.04272
noise,5,9,orange_juice,4,0,400,0.04432
noise,5,9,orange_juice,5,0,400,0.04505
noise,5,9,orange_juice,6,0,400,0.04437
noise,5,9,orange_juice,7,0,400,0.04418
noise,5,9,orange_juice,8,0,400,0.04372
noise,5,9,orange_juice,9,0,400,0.04353
blur,1,0,alphabet_soup,0,0,400,0.03705
blur,1,0,alphabet_soup,1,0,400,0.03635
blur,1,0,alphabet_soup,2,1,142,0.02045
blur,1,0,alphabet_soup,3,0,400,0.04145
blur,1,0,alphabet_soup,4,0,400,0.04677
blur,1,0,alphabet_soup,5,1,174,0.02516
blur,1,0,alphabet_soup,6,1,177,0.02656
blur,1,0,alphabet_soup,7,1,230,0.03021
blur,1,0,alphabet_soup,8,1,178,0.02473
blur,1,0,alphabet_soup,9,0,400,0.0455
blur,1,1,cream_cheese,0,0,400,0.03292
blur,1,1,cream_cheese,1,0,400,0.03418
blur,1,1,cream_cheese,2,1,170,0.02676
blur,1,1,cream_cheese,3,0,400,0.0254
blur,1,1,cream_cheese,4,0,400,0.02705
blur,1,1,cream_cheese,5,1,172,0.02659
blur,1,1,cream_cheese,6,0,400,0.03876
blur,1,1,cream_cheese,7,0,400,0.03235
blur,1,1,cream_cheese,8,0,400,0.02728
blur,1,1,cream_cheese,9,0,400,0.03665
blur,1,2,salad_dressing,0,1,140,0.0264
blur,1,2,salad_dressing,1,1,131,0.02594
blur,1,2,salad_dressing,2,1,121,0.02514
blur,1,2,salad_dressing,3,1,120,0.02297
blur,1,2,salad_dressing,4,1,148,0.02676
blur,1,2,salad_dressing,5,1,120,0.02439
blur,1,2,salad_dressing,6,1,184,0.02992
blur,1,2,salad_dressing,7,1,126,0.0251
blur,1,2,salad_dressing,8,1,134,0.02499
blur,1,2,salad_dressing,9,1,119,0.02208
blur,1,3,bbq_sauce,0,0,400,0.03731
blur,1,3,bbq_sauce,1,0,400,0.03598
blur,1,3,bbq_sauce,2,1,245,0.0287
blur,1,3,bbq_sauce,3,0,400,0.03729
blur,1,3,bbq_sauce,4,0,400,0.03554
blur,1,3,bbq_sauce,5,1,297,0.03189
blur,1,3,bbq_sauce,6,0,400,0.03728
blur,1,3,bbq_sauce,7,0,400,0.03494
blur,1,3,bbq_sauce,8,0,400,0.0333
blur,1,3,bbq_sauce,9,0,400,0.03699
blur,1,4,ketchup,0,0,400,0.03019
blur,1,4,ketchup,1,0,400,0.03222
blur,1,4,ketchup,2,1,219,0.02535
blur,1,4,ketchup,3,1,235,0.02584
blur,1,4,ketchup,4,0,400,0.02874
blur,1,4,ketchup,5,0,400,0.03169
blur,1,4,ketchup,6,1,250,0.02722
blur,1,4,ketchup,7,0,400,0.03057
blur,1,4,ketchup,8,0,400,0.02892
blur,1,4,ketchup,9,0,400,0.0252
blur,1,5,tomato_sauce,0,0,400,0.03673
blur,1,5,tomato_sauce,1,0,400,0.03332
blur,1,5,tomato_sauce,2,0,400,0.03155
blur,1,5,tomato_sauce,3,0,400,0.02741
blur,1,5,tomato_sauce,4,1,245,0.0329
blur,1,5,tomato_sauce,5,1,193,0.03058
blur,1,5,tomato_sauce,6,0,400,0.03397
blur,1,5,tomato_sauce,7,1,188,0.02905
blur,1,5,tomato_sauce,8,0,400,0.03181
blur,1,5,tomato_sauce,9,1,246,0.03905
blur,1,6,butter,0,0,400,0.03718
blur,1,6,butter,1,1,234,0.02952
blur,1,6,butter,2,0,400,0.03686
blur,1,6,butter,3,0,400,0.0368
blur,1,6,butter,4,1,172,0.02684
blur,1,6,butter,5,0,400,0.03495
blur,1,6,butter,6,1,353,0.03258
blur,1,6,butter,7,0,400,0.03752
blur,1,6,butter,8,0,400,0.04061
blur,1,6,butter,9,0,400,0.03445
blur,1,7,milk,0,1,151,0.02208
blur,1,7,milk,1,1,146,0.02147
blur,1,7,milk,2,1,157,0.02362
blur,1,7,milk,3,1,146,0.02103
blur,1,7,milk,4,0,400,0.03862
blur,1,7,milk,5,1,148,0.0219
blur,1,7,milk,6,0,400,0.03909
blur,1,7,milk,7,1,149,0.02353
blur,1,7,milk,8,1,149,0.02326
blur,1,7,milk,9,1,147,0.02121
blur,1,8,chocolate_pudding,0,1,210,0.01931
blur,1,8,chocolate_pudding,1,1,275,0.02441
blur,1,8,chocolate_pudding,2,1,258,0.0231
blur,1,8,chocolate_pudding,3,0,400,0.02535
blur,1,8,chocolate_pudding,4,1,314,0.02567
blur,1,8,chocolate_pudding,5,1,273,0.02682
blur,1,8,chocolate_pudding,6,1,226,0.02163
blur,1,8,chocolate_pudding,7,1,290,0.02563
blur,1,8,chocolate_pudding,8,1,337,0.02703
blur,1,8,chocolate_pudding,9,1,274,0.02658
blur,1,9,orange_juice,0,0,400,0.03967
blur,1,9,orange_juice,1,0,400,0.0377
blur,1,9,orange_juice,2,0,400,0.03886
blur,1,9,orange_juice,3,0,400,0.03572
blur,1,9,orange_juice,4,0,400,0.03344
blur,1,9,orange_juice,5,1,372,0.03364
blur,1,9,orange_juice,6,1,124,0.022
blur,1,9,orange_juice,7,1,131,0.02339
blur,1,9,orange_juice,8,1,132,0.02211
blur,1,9,orange_juice,9,1,123,0.01984
blur,2,0,alphabet_soup,0,0,400,0.04847
blur,2,0,alphabet_soup,1,1,281,0.04255
blur,2,0,alphabet_soup,2,1,267,0.0426
blur,2,0,alphabet_soup,3,0,400,0.05323
blur,2,0,alphabet_soup,4,0,400,0.0422
blur,2,0,alphabet_soup,5,1,301,0.04102
blur,2,0,alphabet_soup,6,0,400,0.05261
blur,2,0,alphabet_soup,7,0,400,0.0337
blur,2,0,alphabet_soup,8,0,400,0.05045
blur,2,0,alphabet_soup,9,0,400,0.04232
blur,2,1,cream_cheese,0,0,400,0.03476
blur,2,1,cream_cheese,1,0,400,0.02994
blur,2,1,cream_cheese,2,0,400,0.0389
blur,2,1,cream_cheese,3,1,210,0.03394
blur,2,1,cream_cheese,4,1,281,0.03712
blur,2,1,cream_cheese,5,0,400,0.0363
blur,2,1,cream_cheese,6,0,400,0.041
blur,2,1,cream_cheese,7,0,400,0.04205
blur,2,1,cream_cheese,8,1,162,0.02989
blur,2,1,cream_cheese,9,0,400,0.04095
blur,2,2,salad_dressing,0,0,400,0.04184
blur,2,2,salad_dressing,1,1,154,0.03382
blur,2,2,salad_dressing,2,1,122,0.02685
blur,2,2,salad_dressing,3,1,131,0.02839
blur,2,2,salad_dressing,4,0,400,0.04392
blur,2,2,salad_dressing,5,1,123,0.02698
blur,2,2,salad_dressing,6,1,127,0.02661
blur,2,2,salad_dressing,7,1,123,0.03214
blur,2,2,salad_dressing,8,1,135,0.02925
blur,2,2,salad_dressing,9,1,135,0.02698
blur,2,3,bbq_sauce,0,0,400,0.03316
blur,2,3,bbq_sauce,1,0,400,0.03575
blur,2,3,bbq_sauce,2,1,146,0.0346
blur,2,3,bbq_sauce,3,0,400,0.0324
blur,2,3,bbq_sauce,4,0,400,0.03747
blur,2,3,bbq_sauce,5,1,157,0.03422
blur,2,3,bbq_sauce,6,0,400,0.03649
blur,2,3,bbq_sauce,7,0,400,0.03486
blur,2,3,bbq_sauce,8,0,400,0.03645
blur,2,3,bbq_sauce,9,0,400,0.03527
blur,2,4,ketchup,0,1,359,0.03394
blur,2,4,ketchup,1,0,400,0.03608
blur,2,4,ketchup,2,0,400,0.03109
blur,2,4,ketchup,3,0,400,0.03182
blur,2,4,ketchup,4,0,400,0.03399
blur,2,4,ketchup,5,0,400,0.03138
blur,2,4,ketchup,6,0,400,0.03533
blur,2,4,ketchup,7,0,400,0.03579
blur,2,4,ketchup,8,0,400,0.03786
blur,2,4,ketchup,9,0,400,0.03474
blur,2,5,tomato_sauce,0,1,239,0.03649
blur,2,5,tomato_sauce,1,1,205,0.03404
blur,2,5,tomato_sauce,2,1,205,0.03183
blur,2,5,tomato_sauce,3,1,244,0.03845
blur,2,5,tomato_sauce,4,1,278,0.03502
blur,2,5,tomato_sauce,5,0,400,0.03322
blur,2,5,tomato_sauce,6,1,370,0.0396
blur,2,5,tomato_sauce,7,0,400,0.03552
blur,2,5,tomato_sauce,8,0,400,0.03684
blur,2,5,tomato_sauce,9,0,400,0.0373
blur,2,6,butter,0,1,362,0.03347
blur,2,6,butter,1,0,400,0.03947
blur,2,6,butter,2,0,400,0.03346
blur,2,6,butter,3,1,284,0.0366
blur,2,6,butter,4,1,346,0.03421
blur,2,6,butter,5,0,400,0.04223
blur,2,6,butter,6,0,400,0.03838
blur,2,6,butter,7,0,400,0.0369
blur,2,6,butter,8,0,400,0.0329
blur,2,6,butter,9,0,400,0.03513
blur,2,7,milk,0,0,400,0.04492
blur,2,7,milk,1,0,400,0.04356
blur,2,7,milk,2,0,400,0.04304
blur,2,7,milk,3,0,400,0.04261
blur,2,7,milk,4,1,149,0.02596
blur,2,7,milk,5,1,245,0.03677
blur,2,7,milk,6,1,168,0.03191
blur,2,7,milk,7,1,150,0.02659
blur,2,7,milk,8,1,154,0.02794
blur,2,7,milk,9,0,400,0.04279
blur,2,8,chocolate_pudding,0,1,258,0.02543
blur,2,8,chocolate_pudding,1,1,322,0.02398
blur,2,8,chocolate_pudding,2,1,250,0.02438
blur,2,8,chocolate_pudding,3,1,250,0.02377
blur,2,8,chocolate_pudding,4,1,289,0.02804
blur,2,8,chocolate_pudding,5,1,250,0.0252
blur,2,8,chocolate_pudding,6,1,250,0.02467
blur,2,8,chocolate_pudding,7,1,282,0.03097
blur,2,8,chocolate_pudding,8,1,353,0.02763
blur,2,8,chocolate_pudding,9,1,271,0.02842
blur,2,9,orange_juice,0,0,400,0.03705
blur,2,9,orange_juice,1,1,128,0.02798
blur,2,9,orange_juice,2,0,400,0.04654
blur,2,9,orange_juice,3,0,400,0.04111
blur,2,9,orange_juice,4,0,400,0.03873
blur,2,9,orange_juice,5,1,128,0.02775
blur,2,9,orange_juice,6,1,129,0.02741
blur,2,9,orange_juice,7,1,138,0.02855
blur,2,9,orange_juice,8,1,127,0.02616
blur,2,9,orange_juice,9,1,130,0.02611
blur,3,0,alphabet_soup,0,0,400,0.04787
blur,3,0,alphabet_soup,1,0,400,0.04323
blur,3,0,alphabet_soup,2,0,400,0.03834
blur,3,0,alphabet_soup,3,0,400,0.04447
blur,3,0,alphabet_soup,4,0,400,0.04459
blur,3,0,alphabet_soup,5,0,400,0.04432
blur,3,0,alphabet_soup,6,0,400,0.04719
blur,3,0,alphabet_soup,7,0,400,0.04566
blur,3,0,alphabet_soup,8,0,400,0.04966
blur,3,0,alphabet_soup,9,0,400,0.04602
blur,3,1,cream_cheese,0,1,161,0.02869
blur,3,1,cream_cheese,1,0,400,0.02626
blur,3,1,cream_cheese,2,1,177,0.03107
blur,3,1,cream_cheese,3,1,194,0.03366
blur,3,1,cream_cheese,4,1,169,0.03
blur,3,1,cream_cheese,5,0,400,0.03841
blur,3,1,cream_cheese,6,1,161,0.02885
blur,3,1,cream_cheese,7,1,161,0.03025
blur,3,1,cream_cheese,8,0,400,0.04196
blur,3,1,cream_cheese,9,1,169,0.0314
blur,3,2,salad_dressing,0,1,222,0.03033
blur,3,2,salad_dressing,1,1,246,0.0319
blur,3,2,salad_dressing,2,1,196,0.03112
blur,3,2,salad_dressing,3,1,203,0.03037
blur,3,2,salad_dressing,4,1,130,0.02987
blur,3,2,salad_dressing,5,1,203,0.0317
blur,3,2,salad_dressing,6,1,124,0.02821
blur,3,2,salad_dressing,7,1,146,0.03063
blur,3,2,salad_dressing,8,1,243,0.03073
blur,3,2,salad_dressing,9,1,128,0.02861
blur,3,3,bbq_sauce,0,0,400,0.03676
blur,3,3,bbq_sauce,1,0,400,0.03349
blur,3,3,bbq_sauce,2,0,400,0.03833
blur,3,3,bbq_sauce,3,0,400,0.034
blur,3,3,bbq_sauce,4,0,400,0.03419
blur,3,3,bbq_sauce,5,0,400,0.03658
blur,3,3,bbq_sauce,6,0,400,0.04024
blur,3,3,bbq_sauce,7,0,400,0.03674
blur,3,3,bbq_sauce,8,0,400,0.03723
blur,3,3,bbq_sauce,9,0,400,0.03533
blur,3,4,ketchup,0,0,400,0.03609
blur,3,4,ketchup,1,0,400,0.03354
blur,3,4,ketchup,2,0,400,0.03631
blur,3,4,ketchup,3,0,400,0.03752
blur,3,4,ketchup,4,0,400,0.0375
blur,3,4,ketchup,5,0,400,0.03767
blur,3,4,ketchup,6,0,400,0.03831
blur,3,4,ketchup,7,0,400,0.03813
blur,3,4,ketchup,8,0,400,0.03844
blur,3,4,ketchup,9,0,400,0.0383
blur,3,5,tomato_sauce,0,1,236,0.04013
blur,3,5,tomato_sauce,1,1,241,0.03713
blur,3,5,tomato_sauce,2,0,400,0.04874
blur,3,5,tomato_sauce,3,0,400,0.04175
blur,3,5,tomato_sauce,4,0,400,0.03928
blur,3,5,tomato_sauce,5,0,400,0.03994
blur,3,5,tomato_sauce,6,0,400,0.04735
blur,3,5,tomato_sauce,7,1,236,0.03564
blur,3,5,tomato_sauce,8,0,400,0.04326
blur,3,5,tomato_sauce,9,1,204,0.04408
blur,3,6,butter,0,0,400,0.04233
blur,3,6,butter,1,1,297,0.04059
blur,3,6,butter,2,1,258,0.03807
blur,3,6,butter,3,1,348,0.03978
blur,3,6,butter,4,1,289,0.03929
blur,3,6,butter,5,1,299,0.03682
blur,3,6,butter,6,1,264,0.03918
blur,3,6,butter,7,0,400,0.04085
blur,3,6,butter,8,1,266,0.0377
blur,3,6,butter,9,1,338,0.03559
blur,3,7,milk,0,1,158,0.02741
blur,3,7,milk,1,0,400,0.04273
blur,3,7,milk,2,0,400,0.03877
blur,3,7,milk,3,0,400,0.04055
blur,3,7,milk,4,1,156,0.02742
blur,3,7,milk,5,0,400,0.0398
blur,3,7,milk,6,0,400,0.03358
blur,3,7,milk,7,1,158,0.02623
blur,3,7,milk,8,1,161,0.02634
blur,3,7,milk,9,0,400,0.03974
blur,3,8,chocolate_pudding,0,0,400,0.02874
blur,3,8,chocolate_pudding,1,1,270,0.02395
blur,3,8,chocolate_pudding,2,1,233,0.02741
blur,3,8,chocolate_pudding,3,0,400,0.02855
blur,3,8,chocolate_pudding,4,0,400,0.02842
blur,3,8,chocolate_pudding,5,0,400,0.02989
blur,3,8,chocolate_pudding,6,0,400,0.02818
blur,3,8,chocolate_pudding,7,0,400,0.03037
blur,3,8,chocolate_pudding,8,1,257,0.0247
blur,3,8,chocolate_pudding,9,1,233,0.02408
blur,3,9,orange_juice,0,0,400,0.04438
blur,3,9,orange_juice,1,0,400,0.0451
blur,3,9,orange_juice,2,1,125,0.0293
blur,3,9,orange_juice,3,0,400,0.0336
blur,3,9,orange_juice,4,0,400,0.03887
blur,3,9,orange_juice,5,0,400,0.04465
blur,3,9,orange_juice,6,0,400,0.04317
blur,3,9,orange_juice,7,0,400,0.04197
blur,3,9,orange_juice,8,0,400,0.04116
blur,3,9,orange_juice,9,0,400,0.04481
blur,4,0,alphabet_soup,0,0,400,0.04644
blur,4,0,alphabet_soup,1,0,400,0.04294
blur,4,0,alphabet_soup,2,0,400,0.04253
blur,4,0,alphabet_soup,3,0,400,0.04325
blur,4,0,alphabet_soup,4,0,400,0.04062
blur,4,0,alphabet_soup,5,0,400,0.04266
blur,4,0,alphabet_soup,6,0,400,0.04241
blur,4,0,alphabet_soup,7,0,400,0.04254
blur,4,0,alphabet_soup,8,0,400,0.04531
blur,4,0,alphabet_soup,9,0,400,0.04631
blur,4,1,cream_cheese,0,1,169,0.02847
blur,4,1,cream_cheese,1,1,177,0.02975
blur,4,1,cream_cheese,2,1,168,0.02936
blur,4,1,cream_cheese,3,1,305,0.03809
blur,4,1,cream_cheese,4,1,169,0.02924
blur,4,1,cream_cheese,5,1,209,0.03383
blur,4,1,cream_cheese,6,1,161,0.02967
blur,4,1,cream_cheese,7,1,161,0.03067
blur,4,1,cream_cheese,8,1,152,0.02783
blur,4,1,cream_cheese,9,1,160,0.02753
blur,4,2,salad_dressing,0,1,260,0.02911
blur,4,2,salad_dressing,1,0,400,0.04081
blur,4,2,salad_dressing,2,0,400,0.03915
blur,4,2,salad_dressing,3,0,400,0.04073
blur,4,2,salad_dressing,4,1,123,0.02422
blur,4,2,salad_dressing,5,0,400,0.0389
blur,4,2,salad_dressing,6,0,400,0.03903
blur,4,2,salad_dressing,7,0,400,0.03841
blur,4,2,salad_dressing,8,1,256,0.03682
blur,4,2,salad_dressing,9,0,400,0.03996
blur,4,3,bbq_sauce,0,0,400,0.04303
blur,4,3,bbq_sauce,1,0,400,0.04206
blur,4,3,bbq_sauce,2,0,400,0.04026
blur,4,3,bbq_sauce,3,0,400,0.04304
blur,4,3,bbq_sauce,4,0,400,0.04307
blur,4,3,bbq_sauce,5,0,400,0.04226
blur,4,3,bbq_sauce,6,0,400,0.04297
blur,4,3,bbq_sauce,7,0,400,0.0428
blur,4,3,bbq_sauce,8,0,400,0.04188
blur,4,3,bbq_sauce,9,0,400,0.04358
blur,4,4,ketchup,0,0,400,0.03693
blur,4,4,ketchup,1,0,400,0.03782
blur,4,4,ketchup,2,0,400,0.0328
blur,4,4,ketchup,3,0,400,0.03535
blur,4,4,ketchup,4,0,400,0.03661
blur,4,4,ketchup,5,0,400,0.03688
blur,4,4,ketchup,6,0,400,0.03251
blur,4,4,ketchup,7,0,400,0.03599
blur,4,4,ketchup,8,0,400,0.03611
blur,4,4,ketchup,9,0,400,0.03611
blur,4,5,tomato_sauce,0,0,400,0.03574
blur,4,5,tomato_sauce,1,0,400,0.03849
blur,4,5,tomato_sauce,2,0,400,0.03619
blur,4,5,tomato_sauce,3,0,400,0.03498
blur,4,5,tomato_sauce,4,0,400,0.03707
blur,4,5,tomato_sauce,5,0,400,0.03937
blur,4,5,tomato_sauce,6,0,400,0.04169
blur,4,5,tomato_sauce,7,0,400,0.03607
blur,4,5,tomato_sauce,8,0,400,0.03672
blur,4,5,tomato_sauce,9,0,400,0.03993
blur,4,6,butter,0,0,400,0.03875
blur,4,6,butter,1,0,400,0.0387
blur,4,6,butter,2,1,242,0.03499
blur,4,6,butter,3,0,400,0.03754
blur,4,6,butter,4,0,400,0.03815
blur,4,6,butter,5,1,241,0.03506
blur,4,6,butter,6,0,400,0.03864
blur,4,6,butter,7,1,225,0.03411
blur,4,6,butter,8,1,240,0.03467
blur,4,6,butter,9,0,400,0.03768
blur,4,7,milk,0,0,400,0.0372
blur,4,7,milk,1,0,400,0.0267
blur,4,7,milk,2,1,170,0.02506
blur,4,7,milk,3,0,400,0.02703
blur,4,7,milk,4,0,400,0.02702
blur,4,7,milk,5,1,160,0.02367
blur,4,7,milk,6,0,400,0.03126
blur,4,7,milk,7,1,161,0.02452
blur,4,7,milk,8,1,167,0.02455
blur,4,7,milk,9,0,400,0.02748
blur,4,8,chocolate_pudding,0,1,260,0.02688
blur,4,8,chocolate_pudding,1,1,360,0.02823
blur,4,8,chocolate_pudding,2,0,400,0.03055
blur,4,8,chocolate_pudding,3,0,400,0.03056
blur,4,8,chocolate_pudding,4,1,292,0.02821
blur,4,8,chocolate_pudding,5,1,137,0.02029
blur,4,8,chocolate_pudding,6,0,400,0.03031
blur,4,8,chocolate_pudding,7,0,400,0.02773
blur,4,8,chocolate_pudding,8,0,400,0.02816
blur,4,8,chocolate_pudding,9,1,263,0.0268
blur,4,9,orange_juice,0,0,400,0.03252
blur,4,9,orange_juice,1,0,400,0.03404
blur,4,9,orange_juice,2,0,400,0.03837
blur,4,9,orange_juice,3,0,400,0.03962
blur,4,9,orange_juice,4,0,400,0.04746
blur,4,9,orange_juice,5,0,400,0.03613
blur,4,9,orange_juice,6,0,400,0.03926
blur,4,9,orange_juice,7,0,400,0.03568
blur,4,9,orange_juice,8,0,400,0.03685
blur,4,9,orange_juice,9,0,400,0.04835
blur,5,0,alphabet_soup,0,0,400,0.04129
blur,5,0,alphabet_soup,1,0,400,0.04272
blur,5,0,alphabet_soup,2,0,400,0.0376
blur,5,0,alphabet_soup,3,0,400,0.0415
blur,5,0,alphabet_soup,4,0,400,0.0411
blur,5,0,alphabet_soup,5,0,400,0.04247
blur,5,0,alphabet_soup,6,0,400,0.05039
blur,5,0,alphabet_soup,7,0,400,0.03886
blur,5,0,alphabet_soup,8,0,400,0.0436
blur,5,0,alphabet_soup,9,0,400,0.03922
blur,5,1,cream_cheese,0,1,194,0.03162
blur,5,1,cream_cheese,1,0,400,0.03743
blur,5,1,cream_cheese,2,1,248,0.03646
blur,5,1,cream_cheese,3,1,265,0.03716
blur,5,1,cream_cheese,4,1,201,0.03214
blur,5,1,cream_cheese,5,1,265,0.03614
blur,5,1,cream_cheese,6,1,202,0.03462
blur,5,1,cream_cheese,7,1,225,0.03565
blur,5,1,cream_cheese,8,1,153,0.0288
blur,5,1,cream_cheese,9,1,225,0.03274
blur,5,2,salad_dressing,0,1,151,0.02822
blur,5,2,salad_dressing,1,0,400,0.03924
blur,5,2,salad_dressing,2,0,400,0.03921
blur,5,2,salad_dressing,3,0,400,0.03978
blur,5,2,salad_dressing,4,1,204,0.02985
blur,5,2,salad_dressing,5,0,400,0.03966
blur,5,2,salad_dressing,6,1,124,0.03053
blur,5,2,salad_dressing,7,0,400,0.03659
blur,5,2,salad_dressing,8,1,305,0.03601
blur,5,2,salad_dressing,9,0,400,0.03905
blur,5,3,bbq_sauce,0,0,400,0.04476
blur,5,3,bbq_sauce,1,0,400,0.04451
blur,5,3,bbq_sauce,2,0,400,0.04369
blur,5,3,bbq_sauce,3,0,400,0.04532
blur,5,3,bbq_sauce,4,0,400,0.04697
blur,5,3,bbq_sauce,5,0,400,0.04636
blur,5,3,bbq_sauce,6,0,400,0.04484
blur,5,3,bbq_sauce,7,0,400,0.04698
blur,5,3,bbq_sauce,8,0,400,0.04473
blur,5,3,bbq_sauce,9,0,400,0.04337
blur,5,4,ketchup,0,0,400,0.04033
blur,5,4,ketchup,1,0,400,0.03869
blur,5,4,ketchup,2,0,400,0.03986
blur,5,4,ketchup,3,0,400,0.03694
blur,5,4,ketchup,4,0,400,0.03781
blur,5,4,ketchup,5,0,400,0.03879
blur,5,4,ketchup,6,0,400,0.03409
blur,5,4,ketchup,7,0,400,0.03921
blur,5,4,ketchup,8,0,400,0.03462
blur,5,4,ketchup,9,0,400,0.0385
blur,5,5,tomato_sauce,0,0,400,0.04063
blur,5,5,tomato_sauce,1,0,400,0.0384
blur,5,5,tomato_sauce,2,0,400,0.03912
blur,5,5,tomato_sauce,3,0,400,0.03967
blur,5,5,tomato_sauce,4,0,400,0.03753
blur,5,5,tomato_sauce,5,0,400,0.04195
blur,5,5,tomato_sauce,6,0,400,0.03446
blur,5,5,tomato_sauce,7,0,400,0.03479
blur,5,5,tomato_sauce,8,0,400,0.04186
blur,5,5,tomato_sauce,9,0,400,0.04109
blur,5,6,butter,0,0,400,0.03955
blur,5,6,butter,1,0,400,0.03988
blur,5,6,butter,2,0,400,0.03874
blur,5,6,butter,3,0,400,0.0388
blur,5,6,butter,4,0,400,0.03736
blur,5,6,butter,5,0,400,0.03851
blur,5,6,butter,6,0,400,0.03764
blur,5,6,butter,7,0,400,0.03944
blur,5,6,butter,8,0,400,0.03938
blur,5,6,butter,9,0,400,0.03768
blur,5,7,milk,0,0,400,0.03747
blur,5,7,milk,1,0,400,0.03804
blur,5,7,milk,2,0,400,0.03478
blur,5,7,milk,3,0,400,0.03479
blur,5,7,milk,4,1,200,0.02644
blur,5,7,milk,5,0,400,0.03477
blur,5,7,milk,6,0,400,0.03288
blur,5,7,milk,7,0,400,0.03576
blur,5,7,milk,8,0,400,0.03761
blur,5,7,milk,9,0,400,0.03586
blur,5,8,chocolate_pudding,0,0,400,0.0275
blur,5,8,chocolate_pudding,1,0,400,0.02651
blur,5,8,chocolate_pudding,2,1,145,0.02292
blur,5,8,chocolate_pudding,3,0,400,0.02739
blur,5,8,chocolate_pudding,4,0,400,0.02755
blur,5,8,chocolate_pudding,5,0,400,0.02754
blur,5,8,chocolate_pudding,6,0,400,0.02726
blur,5,8,chocolate_pudding,7,0,400,0.02542
blur,5,8,chocolate_pudding,8,0,400,0.02879
blur,5,8,chocolate_pudding,9,1,369,0.02839
blur,5,9,orange_juice,0,0,400,0.03647
blur,5,9,orange_juice,1,0,400,0.03482
blur,5,9,orange_juice,2,0,400,0.03468
blur,5,9,orange_juice,3,0,400,0.03374
blur,5,9,orange_juice,4,0,400,0.03589
blur,5,9,orange_juice,5,0,400,0.03389
blur,5,9,orange_juice,6,0,400,0.03799
blur,5,9,orange_juice,7,0,400,0.03508
blur,5,9,orange_juice,8,0,400,0.03455
blur,5,9,orange_juice,9,0,400,0.03267
brightness,1,0,alphabet_soup,0,0,400,0.03825
brightness,1,0,alphabet_soup,1,1,242,0.03168
brightness,1,0,alphabet_soup,2,1,245,0.0293
brightness,1,0,alphabet_soup,3,1,199,0.02465
brightness,1,0,alphabet_soup,4,1,208,0.02567
brightness,1,0,alphabet_soup,5,1,234,0.02903
brightness,1,0,alphabet_soup,6,1,226,0.02512
brightness,1,0,alphabet_soup,7,1,177,0.02144
brightness,1,0,alphabet_soup,8,1,138,0.02007
brightness,1,0,alphabet_soup,9,0,400,0.03836
brightness,1,1,cream_cheese,0,0,400,0.04413
brightness,1,1,cream_cheese,1,0,400,0.04585
brightness,1,1,cream_cheese,2,1,181,0.02606
brightness,1,1,cream_cheese,3,0,400,0.04113
brightness,1,1,cream_cheese,4,0,400,0.04568
brightness,1,1,cream_cheese,5,0,400,0.04141
brightness,1,1,cream_cheese,6,0,400,0.04738
brightness,1,1,cream_cheese,7,0,400,0.04483
brightness,1,1,cream_cheese,8,0,400,0.04921
brightness,1,1,cream_cheese,9,0,400,0.04465
brightness,1,2,salad_dressing,0,1,126,0.01925
brightness,1,2,salad_dressing,1,1,144,0.01819
brightness,1,2,salad_dressing,2,1,222,0.03086
brightness,1,2,salad_dressing,3,1,189,0.02598
brightness,1,2,salad_dressing,4,1,186,0.02248
brightness,1,2,salad_dressing,5,1,339,0.0355
brightness,1,2,salad_dressing,6,1,299,0.03462
brightness,1,2,salad_dressing,7,1,211,0.02926
brightness,1,2,salad_dressing,8,1,143,0.01923
brightness,1,2,salad_dressing,9,1,194,0.02998
brightness,1,3,bbq_sauce,0,1,137,0.01778
brightness,1,3,bbq_sauce,1,0,400,0.03856
brightness,1,3,bbq_sauce,2,0,400,0.03181
brightness,1,3,bbq_sauce,3,0,400,0.03376
brightness,1,3,bbq_sauce,4,0,400,0.03602
brightness,1,3,bbq_sauce,5,0,400,0.03669
brightness,1,3,bbq_sauce,6,0,400,0.03741
brightness,1,3,bbq_sauce,7,0,400,0.03576
brightness,1,3,bbq_sauce,8,0,400,0.03796
