model,params,task_idx,task,rollout,success,steps,jerk
FNO-VLA_sv_ep5,28.9M,8,chocolate_pudding,8,0,400,0.02959
FNO-VLA_sv_ep5,28.9M,8,chocolate_pudding,9,1,152,0.01849
FNO-VLA_sv_ep5,28.9M,8,chocolate_pudding,10,1,152,0.01806
FNO-VLA_sv_ep5,28.9M,8,chocolate_pudding,11,1,161,0.02019
FNO-VLA_sv_ep5,28.9M,8,chocolate_pudding,12,1,279,0.02684
FNO-VLA_sv_ep5,28.9M,8,chocolate_pudding,13,1,152,0.01892
FNO-VLA_sv_ep5,28.9M,8,chocolate_pudding,14,1,152,0.0182
FNO-VLA_sv_ep5,28.9M,8,chocolate_pudding,15,1,160,0.016
FNO-VLA_sv_ep5,28.9M,8,chocolate_pudding,16,1,152,0.01724
FNO-VLA_sv_ep5,28.9M,8,chocolate_pudding,17,1,202,0.02195
FNO-VLA_sv_ep5,28.9M,8,chocolate_pudding,18,1,160,0.01543
FNO-VLA_sv_ep5,28.9M,8,chocolate_pudding,19,1,153,0.01951
FNO-VLA_sv_ep5,28.9M,9,orange_juice,0,1,107,0.01627
FNO-VLA_sv_ep5,28.9M,9,orange_juice,1,0,400,0.03511
FNO-VLA_sv_ep5,28.9M,9,orange_juice,2,1,138,0.01794
FNO-VLA_sv_ep5,28.9M,9,orange_juice,3,1,127,0.016
FNO-VLA_sv_ep5,28.9M,9,orange_juice,4,1,131,0.0149
FNO-VLA_sv_ep5,28.9M,9,orange_juice,5,1,171,0.02288
FNO-VLA_sv_ep5,28.9M,9,orange_juice,6,0,400,0.03926
FNO-VLA_sv_ep5,28.9M,9,orange_juice,7,1,130,0.01611
FNO-VLA_sv_ep5,28.9M,9,orange_juice,8,1,124,0.01526
FNO-VLA_sv_ep5,28.9M,9,orange_juice,9,0,400,0.03819
FNO-VLA_sv_ep5,28.9M,9,orange_juice,10,1,163,0.02266
FNO-VLA_sv_ep5,28.9M,9,orange_juice,11,1,125,0.01584
FNO-VLA_sv_ep5,28.9M,9,orange_juice,12,1,131,0.01624
FNO-VLA_sv_ep5,28.9M,9,orange_juice,13,1,129,0.01461
FNO-VLA_sv_ep5,28.9M,9,orange_juice,14,1,125,0.01539
FNO-VLA_sv_ep5,28.9M,9,orange_juice,15,1,124,0.01528
FNO-VLA_sv_ep5,28.9M,9,orange_juice,16,1,123,0.01542
FNO-VLA_sv_ep5,28.9M,9,orange_juice,17,1,122,0.01441
FNO-VLA_sv_ep5,28.9M,9,orange_juice,18,1,129,0.01457
FNO-VLA_sv_ep5,28.9M,9,orange_juice,19,1,169,0.02219
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,0,1,236,0.02816
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,1,1,209,0.02349
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,2,1,190,0.0209
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,3,1,208,0.02163
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,4,1,183,0.02087
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,5,1,134,0.01627
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,6,1,192,0.02396
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,7,1,176,0.0196
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,8,1,176,0.02068
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,9,0,400,0.0333
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,10,1,225,0.02417
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,11,1,208,0.02716
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,12,1,225,0.0226
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,13,1,213,0.02382
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,14,1,139,0.02136
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,15,1,246,0.02897
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,16,1,174,0.01981
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,17,0,400,0.0326
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,18,1,147,0.02301
FNO-VLA_sv_ep10,28.9M,0,alphabet_soup,19,1,186,0.02198
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,0,0,400,0.03251
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,1,0,400,0.036
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,2,1,179,0.02163
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,3,0,400,0.03758
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,4,1,172,0.02212
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,5,0,400,0.0397
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,6,0,400,0.03903
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,7,0,400,0.04284
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,8,0,400,0.04382
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,9,1,170,0.02103
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,10,0,400,0.03357
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,11,1,166,0.01936
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,12,0,400,0.03531
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,13,1,180,0.02191
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,14,0,400,0.03285
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,15,0,400,0.04134
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,16,0,400,0.0274
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,17,0,400,0.03765
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,18,0,400,0.04104
FNO-VLA_sv_ep10,28.9M,1,cream_cheese,19,1,188,0.02144
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,0,1,171,0.02033
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,1,1,182,0.02077
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,2,1,127,0.01802
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,3,1,125,0.01773
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,4,0,400,0.03744
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,5,1,128,0.01779
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,6,1,126,0.01776
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,7,1,135,0.01836
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,8,1,136,0.01765
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,9,1,127,0.01754
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,10,1,170,0.01994
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,11,1,127,0.0171
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,12,1,128,0.017
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,13,1,173,0.02037
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,14,1,132,0.01723
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,15,1,130,0.0182
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,16,1,129,0.01738
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,17,1,133,0.01932
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,18,1,172,0.02236
FNO-VLA_sv_ep10,28.9M,2,salad_dressing,19,1,132,0.0169
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,0,0,400,0.03541
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,1,0,400,0.03479
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,2,1,184,0.01991
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,3,0,400,0.03808
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,4,0,400,0.03724
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,5,0,400,0.03496
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,6,0,400,0.03486
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,7,0,400,0.03947
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,8,0,400,0.03741
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,9,0,400,0.03593
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,10,0,400,0.0357
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,11,0,400,0.03783
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,12,0,400,0.03726
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,13,0,400,0.03666
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,14,0,400,0.03423
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,15,0,400,0.03587
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,16,0,400,0.03131
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,17,0,400,0.03609
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,18,0,400,0.03435
FNO-VLA_sv_ep10,28.9M,3,bbq_sauce,19,0,400,0.03506
FNO-VLA_sv_ep10,28.9M,4,ketchup,0,0,400,0.02969
FNO-VLA_sv_ep10,28.9M,4,ketchup,1,0,400,0.03602
FNO-VLA_sv_ep10,28.9M,4,ketchup,2,1,209,0.02248
FNO-VLA_sv_ep10,28.9M,4,ketchup,3,1,250,0.02171
FNO-VLA_sv_ep10,28.9M,4,ketchup,4,0,400,0.0324
FNO-VLA_sv_ep10,28.9M,4,ketchup,5,1,329,0.02747
FNO-VLA_sv_ep10,28.9M,4,ketchup,6,1,198,0.02056
FNO-VLA_sv_ep10,28.9M,4,ketchup,7,0,400,0.02685
FNO-VLA_sv_ep10,28.9M,4,ketchup,8,0,400,0.03098
FNO-VLA_sv_ep10,28.9M,4,ketchup,9,0,400,0.03028
FNO-VLA_sv_ep10,28.9M,4,ketchup,10,0,400,0.0294
FNO-VLA_sv_ep10,28.9M,4,ketchup,11,1,203,0.02183
FNO-VLA_sv_ep10,28.9M,4,ketchup,12,0,400,0.02981
FNO-VLA_sv_ep10,28.9M,4,ketchup,13,0,400,0.02698
FNO-VLA_sv_ep10,28.9M,4,ketchup,14,0,400,0.02734
FNO-VLA_sv_ep10,28.9M,4,ketchup,15,0,400,0.02671
FNO-VLA_sv_ep10,28.9M,4,ketchup,16,0,400,0.02684
FNO-VLA_sv_ep10,28.9M,4,ketchup,17,0,400,0.02845
FNO-VLA_sv_ep10,28.9M,4,ketchup,18,0,400,0.02746
FNO-VLA_sv_ep10,28.9M,4,ketchup,19,0,400,0.02367
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,0,0,400,0.03689
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,1,1,267,0.03118
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,2,1,266,0.03159
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,3,0,400,0.03701
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,4,0,400,0.02793
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,5,0,400,0.03584
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,6,0,400,0.03387
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,7,1,189,0.02693
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,8,1,229,0.03644
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,9,0,400,0.03636
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,10,1,153,0.02917
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,11,1,172,0.02612
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,12,0,400,0.03159
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,13,0,400,0.04196
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,14,0,400,0.03369
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,15,0,400,0.03841
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,16,0,400,0.02693
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,17,0,400,0.03759
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,18,1,156,0.02822
FNO-VLA_sv_ep10,28.9M,5,tomato_sauce,19,0,400,0.0369
FNO-VLA_sv_ep10,28.9M,6,butter,0,1,168,0.02262
FNO-VLA_sv_ep10,28.9M,6,butter,1,1,168,0.01908
FNO-VLA_sv_ep10,28.9M,6,butter,2,1,160,0.0194
FNO-VLA_sv_ep10,28.9M,6,butter,3,0,400,0.03952
FNO-VLA_sv_ep10,28.9M,6,butter,4,1,160,0.02245
FNO-VLA_sv_ep10,28.9M,6,butter,5,1,194,0.02777
FNO-VLA_sv_ep10,28.9M,6,butter,6,1,181,0.02271
FNO-VLA_sv_ep10,28.9M,6,butter,7,1,151,0.0228
FNO-VLA_sv_ep10,28.9M,6,butter,8,1,162,0.01902
FNO-VLA_sv_ep10,28.9M,6,butter,9,0,400,0.0347
FNO-VLA_sv_ep10,28.9M,6,butter,10,1,179,0.02302
FNO-VLA_sv_ep10,28.9M,6,butter,11,1,164,0.02165
FNO-VLA_sv_ep10,28.9M,6,butter,12,1,159,0.02057
FNO-VLA_sv_ep10,28.9M,6,butter,13,1,160,0.02023
FNO-VLA_sv_ep10,28.9M,6,butter,14,1,209,0.02651
FNO-VLA_sv_ep10,28.9M,6,butter,15,1,160,0.0181
FNO-VLA_sv_ep10,28.9M,6,butter,16,1,282,0.02927
FNO-VLA_sv_ep10,28.9M,6,butter,17,1,209,0.02534
FNO-VLA_sv_ep10,28.9M,6,butter,18,1,203,0.02712
FNO-VLA_sv_ep10,28.9M,6,butter,19,0,400,0.03945
FNO-VLA_sv_ep10,28.9M,7,milk,0,1,169,0.02138
FNO-VLA_sv_ep10,28.9M,7,milk,1,1,148,0.01622
FNO-VLA_sv_ep10,28.9M,7,milk,2,1,154,0.01397
FNO-VLA_sv_ep10,28.9M,7,milk,3,1,149,0.01633
FNO-VLA_sv_ep10,28.9M,7,milk,4,1,176,0.02013
FNO-VLA_sv_ep10,28.9M,7,milk,5,1,146,0.01641
FNO-VLA_sv_ep10,28.9M,7,milk,6,1,150,0.01572
FNO-VLA_sv_ep10,28.9M,7,milk,7,1,146,0.01637
FNO-VLA_sv_ep10,28.9M,7,milk,8,1,150,0.01623
FNO-VLA_sv_ep10,28.9M,7,milk,9,1,144,0.01636
FNO-VLA_sv_ep10,28.9M,7,milk,10,1,150,0.0146
FNO-VLA_sv_ep10,28.9M,7,milk,11,0,400,0.03003
FNO-VLA_sv_ep10,28.9M,7,milk,12,1,177,0.01914
FNO-VLA_sv_ep10,28.9M,7,milk,13,1,150,0.01332
FNO-VLA_sv_ep10,28.9M,7,milk,14,1,187,0.02003
FNO-VLA_sv_ep10,28.9M,7,milk,15,1,142,0.01478
FNO-VLA_sv_ep10,28.9M,7,milk,16,1,149,0.0161
FNO-VLA_sv_ep10,28.9M,7,milk,17,1,145,0.01566
FNO-VLA_sv_ep10,28.9M,7,milk,18,1,173,0.01938
FNO-VLA_sv_ep10,28.9M,7,milk,19,1,142,0.0165
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,0,1,198,0.01986
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,1,1,160,0.01609
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,2,1,201,0.02064
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,3,1,200,0.01978
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,4,1,202,0.01936
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,5,1,210,0.02121
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,6,1,210,0.0201
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,7,1,158,0.01645
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,8,1,162,0.01869
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,9,1,152,0.01677
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,10,1,152,0.01738
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,11,1,161,0.0199
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,12,1,210,0.02334
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,13,1,152,0.0178
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,14,1,152,0.01704
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,15,0,400,0.04176
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,16,1,158,0.01753
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,17,1,210,0.02221
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,18,1,200,0.01991
FNO-VLA_sv_ep10,28.9M,8,chocolate_pudding,19,1,216,0.02145
FNO-VLA_sv_ep10,28.9M,9,orange_juice,0,0,400,0.03948
FNO-VLA_sv_ep10,28.9M,9,orange_juice,1,1,128,0.01737
FNO-VLA_sv_ep10,28.9M,9,orange_juice,2,1,135,0.02278
FNO-VLA_sv_ep10,28.9M,9,orange_juice,3,0,400,0.03494
FNO-VLA_sv_ep10,28.9M,9,orange_juice,4,1,130,0.01671
FNO-VLA_sv_ep10,28.9M,9,orange_juice,5,1,180,0.02416
FNO-VLA_sv_ep10,28.9M,9,orange_juice,6,0,400,0.03115
FNO-VLA_sv_ep10,28.9M,9,orange_juice,7,0,400,0.02716
FNO-VLA_sv_ep10,28.9M,9,orange_juice,8,1,168,0.02253
FNO-VLA_sv_ep10,28.9M,9,orange_juice,9,0,400,0.03744
FNO-VLA_sv_ep10,28.9M,9,orange_juice,10,1,174,0.02248
FNO-VLA_sv_ep10,28.9M,9,orange_juice,11,1,128,0.01488
FNO-VLA_sv_ep10,28.9M,9,orange_juice,12,1,131,0.01882
FNO-VLA_sv_ep10,28.9M,9,orange_juice,13,1,131,0.01632
FNO-VLA_sv_ep10,28.9M,9,orange_juice,14,1,175,0.02153
FNO-VLA_sv_ep10,28.9M,9,orange_juice,15,0,400,0.0325
FNO-VLA_sv_ep10,28.9M,9,orange_juice,16,1,128,0.01581
FNO-VLA_sv_ep10,28.9M,9,orange_juice,17,1,165,0.02248
FNO-VLA_sv_ep10,28.9M,9,orange_juice,18,1,163,0.024
FNO-VLA_sv_ep10,28.9M,9,orange_juice,19,0,400,0.04053
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,0,1,206,0.02599
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,1,1,207,0.02421
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,2,1,232,0.0304
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,3,1,210,0.02391
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,4,1,259,0.02715
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,5,1,210,0.0311
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,6,0,400,0.03406
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,7,1,156,0.02256
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,8,1,128,0.02006
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,9,1,194,0.02074
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,10,1,213,0.02695
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,11,1,216,0.02997
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,12,1,210,0.0297
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,13,1,203,0.02851
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,14,1,144,0.021
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,15,0,400,0.0396
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,16,1,167,0.02285
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,17,1,212,0.02717
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,18,1,189,0.02345
FNO-VLA_sv_ep44,28.9M,0,alphabet_soup,19,1,214,0.02423
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,0,1,179,0.02555
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,1,1,189,0.02406
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,2,1,149,0.02078
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,3,0,400,0.03749
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,4,0,400,0.04226
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,5,0,400,0.03462
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,6,0,400,0.04284
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,7,0,400,0.04534
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,8,0,400,0.03958
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,9,0,400,0.03706
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,10,0,400,0.03481
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,11,0,400,0.0388
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,12,1,155,0.02085
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,13,0,400,0.03932
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,14,1,160,0.02122
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,15,0,400,0.03168
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,16,1,154,0.01876
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,17,0,400,0.03422
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,18,0,400,0.03695
FNO-VLA_sv_ep44,28.9M,1,cream_cheese,19,0,400,0.03568
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,0,1,128,0.01725
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,1,1,198,0.02173
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,2,1,136,0.01822
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,3,1,126,0.0196
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,4,1,198,0.02365
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,5,1,119,0.01701
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,6,1,119,0.01761
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,7,1,128,0.01777
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,8,1,140,0.0169
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,9,1,126,0.0188
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,10,1,134,0.01868
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,11,1,123,0.01897
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,12,1,135,0.02005
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,13,1,134,0.01993
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,14,1,127,0.01715
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,15,1,165,0.02174
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,16,1,122,0.01854
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,17,1,127,0.01581
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,18,1,128,0.01692
FNO-VLA_sv_ep44,28.9M,2,salad_dressing,19,1,142,0.01944
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,0,0,400,0.03347
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,1,0,400,0.03813
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,2,0,400,0.03334
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,3,0,400,0.03356
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,4,0,400,0.0355
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,5,0,400,0.03407
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,6,0,400,0.03333
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,7,0,400,0.03347
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,8,0,400,0.03868
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,9,0,400,0.03204
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,10,0,400,0.03458
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,11,0,400,0.03536
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,12,0,400,0.03659
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,13,0,400,0.0333
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,14,1,146,0.01914
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,15,0,400,0.03277
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,16,1,138,0.01867
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,17,0,400,0.03241
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,18,0,400,0.03432
FNO-VLA_sv_ep44,28.9M,3,bbq_sauce,19,0,400,0.03224
FNO-VLA_sv_ep44,28.9M,4,ketchup,0,1,258,0.02185
FNO-VLA_sv_ep44,28.9M,4,ketchup,1,1,226,0.023
FNO-VLA_sv_ep44,28.9M,4,ketchup,2,0,400,0.02908
FNO-VLA_sv_ep44,28.9M,4,ketchup,3,0,400,0.02583
FNO-VLA_sv_ep44,28.9M,4,ketchup,4,0,400,0.0294
FNO-VLA_sv_ep44,28.9M,4,ketchup,5,0,400,0.03012
FNO-VLA_sv_ep44,28.9M,4,ketchup,6,1,269,0.02351
FNO-VLA_sv_ep44,28.9M,4,ketchup,7,0,400,0.03103
FNO-VLA_sv_ep44,28.9M,4,ketchup,8,0,400,0.02777
FNO-VLA_sv_ep44,28.9M,4,ketchup,9,1,187,0.02212
FNO-VLA_sv_ep44,28.9M,4,ketchup,10,1,166,0.02074
FNO-VLA_sv_ep44,28.9M,4,ketchup,11,1,165,0.02013
FNO-VLA_sv_ep44,28.9M,4,ketchup,12,0,400,0.03022
FNO-VLA_sv_ep44,28.9M,4,ketchup,13,0,400,0.0268
FNO-VLA_sv_ep44,28.9M,4,ketchup,14,0,400,0.02343
FNO-VLA_sv_ep44,28.9M,4,ketchup,15,0,400,0.02767
FNO-VLA_sv_ep44,28.9M,4,ketchup,16,0,400,0.02845
FNO-VLA_sv_ep44,28.9M,4,ketchup,17,0,400,0.02722
FNO-VLA_sv_ep44,28.9M,4,ketchup,18,0,400,0.02667
FNO-VLA_sv_ep44,28.9M,4,ketchup,19,0,400,0.02878
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,0,0,400,0.03771
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,1,0,400,0.03558
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,2,1,269,0.04083
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,3,0,400,0.02853
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,4,0,400,0.03768
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,5,0,400,0.02523
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,6,0,400,0.03868
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,7,0,400,0.0289
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,8,0,400,0.02603
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,9,0,400,0.03573
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,10,0,400,0.03368
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,11,1,151,0.02525
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,12,0,400,0.03065
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,13,0,400,0.03861
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,14,0,400,0.03706
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,15,1,159,0.03379
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,16,0,400,0.03818
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,17,0,400,0.03375
FNO-VLA_sv_ep44,28.9M,5,tomato_sauce,18,0,400,0.03213
